"2023-03-25 09:21:04.310833","root[root] @ localhost []","00:00:00.001289","00:00:00.000326",0,1,"mysql",0,0,1,"set @prep1=if((select count(*) from information_schema.global_variables where variable_name='wsrep_on' and variable_value='ON'), 'SET SESSION WSREP_ON=OFF', 'do 0')",9,0
"2023-03-25 09:21:32.482591","root[root] @ localhost []","00:00:19.374012","00:00:00.002064",0,0,"mysql",0,0,1,"ALTER TABLE time_zone_transition ORDER BY Time_zone_id, Transition_time",9,124508
"2023-03-31 14:46:42.649014","test[test] @  [172.22.0.4]","00:00:00.082154","00:00:00.000211",2,4,"",0,0,1,"SET STATEMENT max_statement_time=2 FOR SELECT SCHEMA_NAME FROM information_schema.SCHEMATA ORDER BY SCHEMA_NAME",8,0
"2023-03-31 14:46:50.761864","test[test] @  [172.22.0.4]","00:00:00.008599","00:00:00.000236",0,0,"test",0,0,1,"SELECT TABLE_NAME, TABLE_TYPE FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY TABLE_NAME",9,0
"2023-03-31 14:46:50.816145","test[test] @  [172.22.0.4]","00:00:00.053204","00:00:00.015041",0,0,"test",0,0,1,"SELECT ROUTINE_NAME AS SPECIFIC_NAME, ROUTINE_NAME, ROUTINE_TYPE, DTD_IDENTIFIER FROM information_schema.ROUTINES WHERE ROUTINE_SCHEMA = 'test'",9,0
"2023-03-31 14:46:50.822055","test[test] @  [172.22.0.4]","00:00:00.002740","00:00:00.000124",0,0,"test",0,0,1,"SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name",9,0
"2023-03-31 14:51:41.647848","test[test] @  [172.22.0.4]","00:00:00.069594","00:00:00.000181",2,4,"",0,0,1,"SET STATEMENT max_statement_time=2 FOR SELECT SCHEMA_NAME FROM information_schema.SCHEMATA ORDER BY SCHEMA_NAME",10,0
"2023-03-31 14:51:49.783486","test[test] @  [172.22.0.4]","00:00:00.003489","00:00:00.000155",0,0,"test",0,0,1,"SELECT TABLE_NAME, TABLE_TYPE FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY TABLE_NAME",11,0
"2023-03-31 14:51:49.785976","test[test] @  [172.22.0.4]","00:00:00.001573","00:00:00.000531",0,0,"test",0,0,1,"SELECT ROUTINE_NAME AS SPECIFIC_NAME, ROUTINE_NAME, ROUTINE_TYPE, DTD_IDENTIFIER FROM information_schema.ROUTINES WHERE ROUTINE_SCHEMA = 'test'",11,0
"2023-03-31 14:51:49.817224","test[test] @  [172.22.0.4]","00:00:00.028191","00:00:00.000120",0,0,"test",0,0,1,"SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name",11,0
"2023-03-31 14:52:00.412689","test[test] @  [172.22.0.4]","00:00:00.005432","00:00:00.000206",0,0,"test",0,0,1,"SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name",12,0
